"FD.metric","measure","quantile","obs.value","median.perm.value","obs.difference","state.metric","system","res","troph","sig"
"FRic","t.absmax.ccf",0.3457,-22,-5.5,-16.5,"Density","Kinneret","Month","Zooplankton",""
"FRic","rmin.ccf",0.2304,-0.136438302774574,-0.120949133152446,-0.0154891696221278,"FI","Kinneret","Month","Zooplankton",""
"FRic","t.rmin.ccf",0.0385,-56,-1,-55,"FI","Kinneret","Month","Zooplankton",""
"FRic","rmax.ccf",0.0177,0.08867624006719,0.120861173354127,-0.0321849332869373,"FI","Kinneret","Month","Zooplankton","*"
"FRic","t.rmax.ccf",0.2237,-32,0,-32,"FI","Kinneret","Month","Zooplankton",""
"FRic","r0.ccf",0.1804,-0.0421430830363446,0.00345177720072156,-0.0455948602370662,"FI","Kinneret","Month","Zooplankton",""
"FRic","absmax.ccf",0.1849,-0.136438302774574,-0.0867382220084081,-0.0497000807661657,"FI","Kinneret","Month","Zooplankton",""
"FRic","t.absmax.ccf",0.0375,-56,-1,-55,"FI","Kinneret","Month","Zooplankton",""
"FRic","rmin.ccf",0.0411,-0.130753268610074,-0.0971332022146564,-0.0336200663954172,"MVI","Kinneret","Month","Zooplankton",""
"FRic","t.rmin.ccf",0.7587,20,-6.5,26.5,"MVI","Kinneret","Month","Zooplankton",""
"FRic","rmax.ccf",0.9596,0.131200737232359,0.0978034728599902,0.0333972643723686,"MVI","Kinneret","Month","Zooplankton",""
"FRic","t.rmax.ccf",0.774,21,-8,29,"MVI","Kinneret","Month","Zooplankton",""
"FRic","r0.ccf",0.5141,0.0015199721497352,6.52579576895229e-05,0.00145471419204568,"MVI","Kinneret","Month","Zooplankton",""
"FRic","absmax.ccf",0.9609,0.131200737232359,0.0823600045929455,0.0488407326394134,"MVI","Kinneret","Month","Zooplankton",""
"FRic","t.absmax.ccf",0.7826,21,-8,29,"MVI","Kinneret","Month","Zooplankton",""
"FRic","rmin.ccf",0.3975,-0.113806785037872,-0.10913175529113,-0.00467502974674161,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FRic","t.rmin.ccf",0.5801,4,-4,8,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FRic","rmax.ccf",0.2066,0.0959305250554163,0.108724477679912,-0.0127939526244961,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FRic","t.rmax.ccf",0.3083,-26,-4,-22,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FRic","r0.ccf",0.9812,0.0933431397492156,0.0037917010442108,0.0895514387050048,"Z_P.ratio","Kinneret","Month","Zooplankton","*"
"FRic","absmax.ccf",0.3123,-0.113806785037872,-0.0903826991376891,-0.0234240859001828,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FRic","t.absmax.ccf",0.5861,4,-5,9,"Z_P.ratio","Kinneret","Month","Zooplankton",""
"FDis","rmin.ccf",9e-04,-0.257621682797757,-0.144841032612281,-0.112780650185476,"Community","Mendota","Month","Phytoplankton","*"
"FDis","t.rmin.ccf",0.715,-2,-19,17,"Community","Mendota","Month","Phytoplankton",""
"FDis","rmax.ccf",0.9616,0.199377524054916,0.144984416383782,0.054393107671134,"Community","Mendota","Month","Phytoplankton",""
"FDis","t.rmax.ccf",0.5992,-12,-19,7,"Community","Mendota","Month","Phytoplankton",""
"FDis","r0.ccf",0.9948,0.154745205438773,-0.000697633955519271,0.155442839394292,"Community","Mendota","Month","Phytoplankton","*"
"FDis","absmax.ccf",9e-04,-0.257621682797757,0.114219557275755,-0.371841240073512,"Community","Mendota","Month","Phytoplankton","*"
"FDis","t.absmax.ccf",0.7304,-2,-20,18,"Community","Mendota","Month","Phytoplankton",""
"FDis","rmin.ccf",0.0847,-0.179863918328276,-0.141926236059233,-0.0379376822690436,"Density","Mendota","Month","Phytoplankton",""
"FDis","t.rmin.ccf",0.4178,0,8,-8,"Density","Mendota","Month","Phytoplankton",""
"FDis","rmax.ccf",0.6143,0.149019740975578,0.141920857031176,0.0070988839444027,"Density","Mendota","Month","Phytoplankton",""
"FDis","t.rmax.ccf",0.2981,-11,7,-18,"Density","Mendota","Month","Phytoplankton",""
"FDis","r0.ccf",0.0018,-0.179863918328276,0.00262038305716904,-0.182484301385445,"Density","Mendota","Month","Phytoplankton","*"
"FDis","absmax.ccf",0.0794,-0.179863918328276,0.102955532807507,-0.282819451135783,"Density","Mendota","Month","Phytoplankton",""
"FDis","t.absmax.ccf",0.4092,0,8,-8,"Density","Mendota","Month","Phytoplankton",""
"FDis","rmin.ccf",0.7062,-0.148624493609382,-0.161434937038377,0.0128104434289952,"FI","Mendota","Month","Phytoplankton",""
